TIME,Kotel [imp],Boiler [imp],Rack [imp],Kotel [KWh],Boiler [KWh],Rack [KWh],DATE
10/16/2017 4:51:30,39108,8460,8220,539.53,198.47,209.02,10/16/2017
10/16/2017 5:01:31,39115,8460,8231,539.53,198.47,209.03,10/16/2017
10/16/2017 5:11:31,39122,8460,8242,539.54,198.47,209.04,10/16/2017
10/16/2017 5:21:31,39129,8460,8252,539.55,198.47,209.05,10/16/2017
10/16/2017 5:31:31,39136,8460,8263,539.56,198.47,209.06,10/16/2017
10/16/2017 5:41:31,39143,8460,8273,539.57,198.47,209.07,10/16/2017
10/16/2017 5:51:31,39150,8460,8284,539.58,198.47,209.08,10/16/2017
10/16/2017 6:01:31,39157,8460,8296,539.59,198.47,209.10,10/16/2017
10/16/2017 6:11:31,39164,8460,8308,539.60,198.47,209.11,10/16/2017
10/16/2017 6:21:31,39171,8460,8319,539.60,198.47,209.12,10/16/2017
10/16/2017 6:31:31,39179,8460,8330,539.61,198.47,209.13,10/16/2017
10/16/2017 6:41:31,39186,8460,8340,539.62,198.47,209.14,10/16/2017
10/16/2017 6:51:31,39193,8460,8351,539.63,198.47,209.15,10/16/2017
10/16/2017 7:01:30,39200,8460,8361,539.64,198.47,209.16,10/16/2017
10/16/2017 7:11:31,39206,8460,8371,539.65,198.47,209.17,10/16/2017
10/16/2017 7:21:31,39213,8460,8382,539.66,198.47,209.18,10/16/2017
10/16/2017 7:31:31,39219,8460,8393,539.66,198.47,209.19,10/16/2017
10/16/2017 7:41:31,39225,8460,8405,539.67,198.47,209.21,10/16/2017
10/16/2017 7:51:31,39232,8460,8416,539.68,198.47,209.22,10/16/2017
10/16/2017 8:01:31,39238,8460,8427,539.69,198.47,209.23,10/16/2017
10/16/2017 8:11:31,39245,8460,8438,539.70,198.47,209.24,10/16/2017
10/16/2017 8:21:31,39252,8460,8448,539.71,198.47,209.25,10/16/2017
10/16/2017 8:31:31,39259,8460,8458,539.71,198.47,209.26,10/16/2017
10/16/2017 8:41:31,39266,8460,8469,539.72,198.47,209.27,10/16/2017
10/16/2017 8:51:32,39273,8460,8480,539.73,198.47,209.28,10/16/2017
10/16/2017 9:01:31,39281,8460,8492,539.74,198.47,209.29,10/16/2017
10/16/2017 9:11:31,39288,8460,8504,539.75,198.47,209.30,10/16/2017
10/16/2017 9:21:31,39295,8460,8515,539.76,198.47,209.32,10/16/2017
10/16/2017 9:31:31,39302,8460,8527,539.77,198.47,209.33,10/16/2017
10/16/2017 9:41:31,39309,8460,8539,539.78,198.47,209.34,10/16/2017
10/16/2017 9:51:31,39316,8460,8550,539.79,198.47,209.35,10/16/2017
10/16/2017 10:01:31,39323,8460,8561,539.79,198.47,209.36,10/16/2017
10/16/2017 10:11:31,39330,8460,8573,539.80,198.47,209.37,10/16/2017
10/16/2017 10:21:31,39337,8460,8585,539.81,198.47,209.39,10/16/2017
10/16/2017 10:31:31,39344,8460,8595,539.82,198.47,209.40,10/16/2017
10/16/2017 10:41:31,39351,8460,8606,539.83,198.47,209.41,10/16/2017
10/16/2017 10:51:31,39358,8460,8616,539.84,198.47,209.42,10/16/2017
10/16/2017 11:01:31,39365,8460,8627,539.85,198.47,209.43,10/16/2017
10/16/2017 11:11:31,39371,8460,8637,539.85,198.47,209.44,10/16/2017
10/16/2017 11:21:31,39378,8460,8647,539.86,198.47,209.45,10/16/2017
10/16/2017 11:31:31,39384,8460,8659,539.87,198.47,209.46,10/16/2017
10/16/2017 11:41:31,39390,8460,8671,539.88,198.47,209.47,10/16/2017
10/16/2017 11:51:31,39397,8460,8681,539.89,198.47,209.48,10/16/2017
10/16/2017 12:01:31,39404,8460,8692,539.90,198.47,209.49,10/16/2017
10/16/2017 12:11:31,39411,8460,8702,539.90,198.47,209.50,10/16/2017
10/16/2017 12:22:02,39418,8460,8714,539.91,198.47,209.51,10/16/2017
10/16/2017 12:31:31,39425,8460,8726,539.92,198.47,209.53,10/16/2017
10/16/2017 12:41:31,39432,8460,8736,539.93,198.47,209.54,10/16/2017
10/16/2017 12:51:31,39439,8460,8747,539.94,198.47,209.55,10/16/2017
10/16/2017 13:01:31,39446,8460,8757,539.95,198.47,209.56,10/16/2017
10/16/2017 13:11:33,39453,8460,8768,539.96,198.47,209.57,10/16/2017
10/16/2017 13:21:31,39460,8460,8778,539.97,198.47,209.58,10/16/2017
10/16/2017 13:31:34,39467,8460,8788,539.97,198.47,209.59,10/16/2017
10/16/2017 13:41:31,39474,8460,8799,539.98,198.47,209.60,10/16/2017
10/16/2017 13:51:31,39481,8460,8809,539.99,198.47,209.61,10/16/2017
10/16/2017 14:01:31,39488,8460,8820,540.00,198.47,209.62,10/16/2017
10/16/2017 14:11:31,39495,8460,8830,540.01,198.47,209.63,10/16/2017
10/16/2017 14:21:31,39502,8460,8841,540.02,198.47,209.64,10/16/2017
10/16/2017 14:31:31,39508,8460,8853,540.03,198.47,209.65,10/16/2017
10/16/2017 14:41:31,39515,8460,8864,540.03,198.47,209.66,10/16/2017
10/16/2017 14:51:31,39521,8460,8875,540.04,198.47,209.68,10/16/2017
10/16/2017 15:01:31,39527,8460,8885,540.05,198.47,209.69,10/16/2017
10/16/2017 15:11:31,39534,8460,8896,540.06,198.47,209.70,10/16/2017
10/16/2017 15:21:31,39541,8460,8906,540.07,198.47,209.71,10/16/2017
10/16/2017 15:31:31,39548,8460,8916,540.08,198.47,209.72,10/16/2017
10/16/2017 15:41:31,39555,8460,8927,540.08,198.47,209.73,10/16/2017
10/16/2017 15:51:31,39562,8460,8937,540.09,198.47,209.74,10/16/2017
10/16/2017 16:01:31,39569,8460,8948,540.10,198.47,209.75,10/16/2017
10/16/2017 16:11:31,39576,8460,8958,540.11,198.47,209.76,10/16/2017
10/16/2017 16:21:31,39583,8460,8969,540.12,198.47,209.77,10/16/2017
10/16/2017 16:31:31,39590,8460,8981,540.13,198.47,209.78,10/16/2017
10/16/2017 16:41:31,39598,8460,8992,540.14,198.47,209.79,10/16/2017
10/16/2017 16:51:31,39605,8460,9004,540.15,198.47,209.80,10/16/2017
10/16/2017 17:01:32,39612,8460,9015,540.16,198.47,209.82,10/16/2017
10/16/2017 17:11:31,39619,8460,9026,540.16,198.47,209.83,10/16/2017
10/16/2017 17:21:31,39626,8460,9037,540.17,198.47,209.84,10/16/2017
10/16/2017 17:31:31,39633,8460,9047,540.18,198.47,209.85,10/16/2017
10/16/2017 17:41:31,39640,8460,9058,540.19,198.47,209.86,10/16/2017
10/16/2017 17:51:31,39647,8460,9068,540.20,198.47,209.87,10/16/2017
10/16/2017 18:01:32,39654,8460,9079,540.21,198.47,209.88,10/16/2017
10/16/2017 18:11:32,39661,8460,9089,540.22,198.47,209.89,10/16/2017
10/16/2017 18:21:32,39668,8460,9099,540.23,198.47,209.90,10/16/2017
10/16/2017 18:31:31,39675,8460,9110,540.23,198.47,209.91,10/16/2017
10/16/2017 18:41:32,39682,8460,9120,540.24,198.47,209.92,10/16/2017
10/16/2017 18:51:32,39688,8460,9130,540.25,198.47,209.93,10/16/2017
10/16/2017 19:01:31,39694,8460,9141,540.26,198.47,209.94,10/16/2017
10/16/2017 19:11:32,39701,8460,9151,540.27,198.47,209.95,10/16/2017
10/16/2017 19:21:31,39707,8460,9162,540.27,198.47,209.96,10/16/2017
10/16/2017 19:31:31,39714,8460,9172,540.28,198.47,209.97,10/16/2017
10/16/2017 19:41:31,39721,8460,9184,540.29,198.47,209.98,10/16/2017
10/16/2017 19:51:31,39728,8460,9196,540.30,198.47,210.00,10/16/2017
10/16/2017 20:01:31,39735,8460,9208,540.31,198.47,210.01,10/16/2017
10/16/2017 20:11:32,39742,8460,9219,540.32,198.47,210.02,10/16/2017
10/16/2017 20:21:31,39749,8460,9231,540.33,198.47,210.03,10/16/2017
10/16/2017 20:31:31,39756,8460,9242,540.34,198.47,210.04,10/16/2017
10/16/2017 20:41:31,39763,8460,9253,540.34,198.47,210.05,10/16/2017
10/16/2017 20:51:32,39770,8460,9263,540.35,198.47,210.06,10/16/2017
10/16/2017 21:01:32,39777,8460,9274,540.36,198.47,210.07,10/16/2017
10/16/2017 21:11:32,39784,8460,9284,540.37,198.47,210.08,10/16/2017
10/16/2017 21:21:31,39792,8460,9295,540.38,198.47,210.10,10/16/2017
10/16/2017 21:31:32,39799,8460,9306,540.39,198.47,210.11,10/16/2017
10/16/2017 21:41:32,39806,8460,9317,540.40,198.47,210.12,10/16/2017
10/16/2017 21:51:32,39813,8460,9329,540.41,198.47,210.13,10/16/2017
10/16/2017 22:01:32,39820,8460,9340,540.42,198.47,210.14,10/16/2017
10/16/2017 22:11:31,39827,8460,9351,540.42,198.47,210.15,10/16/2017
10/16/2017 22:21:31,39834,8460,9361,540.43,198.47,210.16,10/16/2017
10/16/2017 22:31:32,39841,8460,9372,540.44,198.47,210.17,10/16/2017
10/16/2017 22:41:32,39848,8460,9382,540.45,198.47,210.18,10/16/2017
10/16/2017 22:51:32,39855,8460,9392,540.46,198.47,210.19,10/16/2017
10/16/2017 23:01:32,39863,8460,9403,540.47,198.47,210.20,10/16/2017
10/16/2017 23:11:31,39870,8460,9413,540.48,198.47,210.21,10/16/2017
10/16/2017 23:21:32,39877,8460,9423,540.49,198.47,210.22,10/16/2017
10/16/2017 23:31:32,39884,8460,9434,540.50,198.47,210.23,10/16/2017
10/16/2017 23:41:32,39891,8460,9444,540.50,198.47,210.24,10/16/2017
10/16/2017 23:51:32,39898,8460,9455,540.51,198.47,210.26,10/16/2017
10/17/2017 0:01:33,39905,8460,9465,540.52,198.47,210.27,10/17/2017
10/17/2017 0:11:32,39912,8460,9475,540.53,198.47,210.28,10/17/2017
10/17/2017 0:21:32,39919,8460,9486,540.54,198.47,210.29,10/17/2017
10/17/2017 0:31:32,39927,8460,9497,540.55,198.47,210.30,10/17/2017
10/17/2017 0:41:32,39934,8460,9509,540.56,198.47,210.31,10/17/2017
10/17/2017 0:51:31,39941,8460,9520,540.57,198.47,210.32,10/17/2017
10/17/2017 1:01:32,39948,8460,9532,540.58,198.47,210.33,10/17/2017
10/17/2017 1:11:32,39955,8460,9544,540.58,198.47,210.34,10/17/2017
10/17/2017 1:21:32,39962,8460,9555,540.59,198.47,210.36,10/17/2017
10/17/2017 1:31:32,39969,8460,9567,540.60,198.47,210.37,10/17/2017
10/17/2017 1:41:31,39976,8460,9579,540.61,198.47,210.38,10/17/2017
10/17/2017 1:51:32,39983,8460,9590,540.62,198.47,210.39,10/17/2017
10/17/2017 2:01:32,39991,8460,9602,540.63,198.47,210.40,10/17/2017
10/17/2017 2:11:31,39998,8460,9614,540.64,198.47,210.41,10/17/2017
10/17/2017 2:21:32,40005,8460,9625,540.65,198.47,210.43,10/17/2017
10/17/2017 2:31:32,40012,8460,9637,540.66,198.47,210.44,10/17/2017
10/17/2017 2:41:31,40019,8460,9649,540.66,198.47,210.45,10/17/2017
10/17/2017 2:51:32,40026,8460,9660,540.67,198.47,210.46,10/17/2017
10/17/2017 3:01:32,40033,8460,9672,540.68,198.47,210.47,10/17/2017
10/17/2017 3:11:32,40040,8460,9683,540.69,198.47,210.48,10/17/2017
10/17/2017 3:21:32,40048,8460,9693,540.70,198.47,210.49,10/17/2017
10/17/2017 3:31:32,40055,8460,9704,540.71,198.47,210.50,10/17/2017
10/17/2017 3:41:32,40062,8460,9714,540.72,198.47,210.51,10/17/2017
10/17/2017 3:51:32,40069,8460,9725,540.73,198.47,210.53,10/17/2017
10/17/2017 4:01:32,40076,8460,9735,540.74,198.47,210.54,10/17/2017
10/17/2017 4:11:32,40083,8460,9745,540.74,198.47,210.55,10/17/2017
10/17/2017 4:21:32,40090,8460,9756,540.75,198.47,210.56,10/17/2017
10/17/2017 4:31:32,40097,8460,9766,540.76,198.47,210.57,10/17/2017
10/17/2017 4:41:31,40102,8460,9776,540.77,198.47,210.58,10/17/2017
10/17/2017 4:51:32,40108,8460,9788,540.78,198.47,210.59,10/17/2017
10/17/2017 5:01:35,40114,8460,9800,540.78,198.47,210.60,10/17/2017
10/17/2017 5:11:32,40119,8460,9811,540.79,198.47,210.61,10/17/2017
10/17/2017 5:21:32,40125,8460,9821,540.80,198.47,210.62,10/17/2017
10/17/2017 5:31:32,40131,8460,9831,540.80,198.47,210.63,10/17/2017
10/17/2017 5:41:32,40136,8460,9842,540.81,198.47,210.64,10/17/2017
10/17/2017 5:51:32,40142,8460,9852,540.82,198.47,210.65,10/17/2017
10/17/2017 6:01:32,40148,8460,9864,540.83,198.47,210.66,10/17/2017
10/17/2017 6:11:32,40153,8460,9876,540.83,198.47,210.68,10/17/2017
10/17/2017 6:21:32,40159,8460,9886,540.84,198.47,210.69,10/17/2017
10/17/2017 6:31:32,40164,8460,9896,540.85,198.47,210.70,10/17/2017
10/17/2017 6:41:32,40170,8460,9907,540.85,198.47,210.71,10/17/2017
10/17/2017 6:51:32,40176,8460,9917,540.86,198.47,210.72,10/17/2017
10/17/2017 7:01:32,40181,8460,9928,540.87,198.47,210.73,10/17/2017
10/17/2017 7:11:32,40186,8460,9940,540.87,198.47,210.74,10/17/2017
10/17/2017 7:21:32,40191,8460,9951,540.88,198.47,210.75,10/17/2017
10/17/2017 7:31:32,40196,8460,9963,540.89,198.47,210.76,10/17/2017
10/17/2017 7:41:32,40201,8460,9974,540.89,198.47,210.77,10/17/2017
10/17/2017 7:51:32,40207,8460,9986,540.90,198.47,210.79,10/17/2017
10/17/2017 8:01:32,40212,8460,9998,540.91,198.47,210.80,10/17/2017
10/17/2017 8:11:32,40534,8460,10009,541.31,198.47,210.81,10/17/2017
10/17/2017 8:21:32,40823,8460,10019,541.67,198.47,210.82,10/17/2017
10/17/2017 8:31:32,41100,8460,10029,542.02,198.47,210.83,10/17/2017
10/17/2017 8:41:32,41236,8460,10040,542.19,198.47,210.84,10/17/2017
10/17/2017 8:51:32,41326,8460,10051,542.30,198.47,210.85,10/17/2017
10/17/2017 9:01:32,41405,8460,10063,542.40,198.47,210.86,10/17/2017
10/17/2017 9:12:10,41411,8460,10075,542.40,198.47,210.88,10/17/2017
10/17/2017 9:21:32,41416,8460,10085,542.41,198.47,210.89,10/17/2017
10/17/2017 9:31:32,41422,8460,10097,542.42,198.47,210.90,10/17/2017
10/17/2017 9:41:35,41428,8460,10108,542.43,198.47,210.91,10/17/2017
10/17/2017 9:51:32,41433,8460,10118,542.43,198.47,210.92,10/17/2017
10/17/2017 10:01:32,41439,8460,10129,542.44,198.47,210.93,10/17/2017
10/17/2017 10:11:32,41445,8460,10141,542.45,198.47,210.94,10/17/2017
10/17/2017 10:21:32,41450,8460,10152,542.45,198.47,210.95,10/17/2017
10/17/2017 10:31:32,41456,8460,10163,542.46,198.47,210.96,10/17/2017
10/17/2017 10:41:32,41462,8460,10174,542.47,198.47,210.97,10/17/2017
10/17/2017 10:51:32,41467,8460,10185,542.47,198.47,210.99,10/17/2017
10/17/2017 11:01:32,41473,8460,10197,542.48,198.47,211.00,10/17/2017
10/17/2017 11:11:32,41478,8460,10209,542.49,198.47,211.01,10/17/2017
10/17/2017 11:21:32,41483,8460,10220,542.49,198.47,211.02,10/17/2017
10/17/2017 11:31:32,41487,8460,10231,542.50,198.47,211.03,10/17/2017
10/17/2017 11:41:32,41492,8460,10242,542.51,198.47,211.04,10/17/2017
10/17/2017 11:51:32,41497,8460,10254,542.51,198.47,211.05,10/17/2017
10/17/2017 12:01:32,41503,8460,10264,542.52,198.47,211.06,10/17/2017
10/17/2017 12:11:32,41509,8460,10275,542.53,198.47,211.08,10/17/2017
10/17/2017 12:21:32,41514,8460,10286,542.53,198.47,211.09,10/17/2017
10/17/2017 12:31:32,41520,8460,10298,542.54,198.47,211.10,10/17/2017
10/17/2017 12:41:32,41526,8460,10310,542.55,198.47,211.11,10/17/2017
10/17/2017 12:51:32,41531,8460,10321,542.55,198.47,211.12,10/17/2017
10/17/2017 13:01:32,41537,8460,10333,542.56,198.47,211.13,10/17/2017
10/17/2017 13:11:32,41543,8460,10345,542.57,198.47,211.15,10/17/2017
10/17/2017 13:21:32,41548,8460,10357,542.58,198.47,211.16,10/17/2017
10/17/2017 13:31:32,41554,8460,10368,542.58,198.47,211.17,10/17/2017
10/17/2017 13:41:32,41559,8460,10379,542.59,198.47,211.18,10/17/2017
10/17/2017 13:51:32,41565,8460,10390,542.60,198.47,211.19,10/17/2017
10/17/2017 14:01:33,41571,8460,10400,542.60,198.47,211.20,10/17/2017
10/17/2017 14:11:32,41576,8460,10412,542.61,198.47,211.21,10/17/2017
10/17/2017 14:21:32,41581,8460,10424,542.62,198.47,211.22,10/17/2017
10/17/2017 14:31:32,41586,8460,10435,542.62,198.47,211.24,10/17/2017
10/17/2017 14:41:32,41591,8460,10447,542.63,198.47,211.25,10/17/2017
10/17/2017 14:51:32,41596,8460,10459,542.64,198.47,211.26,10/17/2017
10/17/2017 15:01:33,41601,8460,10471,542.64,198.47,211.27,10/17/2017
10/17/2017 15:11:32,41606,8460,10482,542.65,198.47,211.28,10/17/2017
10/17/2017 15:21:32,41612,8460,10494,542.66,198.47,211.29,10/17/2017
10/17/2017 15:31:32,41618,8460,10506,542.66,198.47,211.31,10/17/2017
10/17/2017 15:41:33,41623,8460,10518,542.67,198.47,211.32,10/17/2017
10/17/2017 15:51:32,41629,8460,10530,542.68,198.47,211.33,10/17/2017
10/17/2017 16:01:32,41635,8460,10541,542.68,198.47,211.34,10/17/2017
10/17/2017 16:11:33,41640,8460,10553,542.69,198.47,211.35,10/17/2017
10/17/2017 16:21:32,41646,8460,10565,542.70,198.47,211.37,10/17/2017
10/17/2017 16:31:32,41652,8460,10577,542.71,198.47,211.38,10/17/2017
10/17/2017 16:41:32,41657,8460,10589,542.71,198.47,211.39,10/17/2017
10/17/2017 16:51:32,41663,8460,10600,542.72,198.47,211.40,10/17/2017
10/17/2017 17:01:33,41669,8460,10612,542.73,198.47,211.41,10/17/2017
10/17/2017 17:11:32,41675,8460,10624,542.73,198.47,211.42,10/17/2017
10/17/2017 17:21:33,41680,8460,10636,542.74,198.47,211.44,10/17/2017
10/17/2017 17:31:32,41686,8460,10647,542.75,198.47,211.45,10/17/2017
10/17/2017 17:41:32,41692,8460,10659,542.76,198.47,211.46,10/17/2017
10/17/2017 17:51:33,41697,8460,10671,542.76,198.47,211.47,10/17/2017
10/17/2017 18:01:33,41703,8460,10683,542.77,198.47,211.48,10/17/2017
10/17/2017 18:11:33,41709,8460,10694,542.78,198.47,211.49,10/17/2017
10/17/2017 18:21:33,41714,8460,10706,542.78,198.47,211.51,10/17/2017
10/17/2017 18:31:33,41720,8460,10718,542.79,198.47,211.52,10/17/2017
10/17/2017 18:41:33,41725,8460,10730,542.80,198.47,211.53,10/17/2017
10/17/2017 18:51:33,41730,8460,10741,542.80,198.47,211.54,10/17/2017
10/17/2017 19:01:33,41735,8460,10753,542.81,198.47,211.55,10/17/2017
10/17/2017 19:12:11,41740,8460,10766,542.82,198.47,211.57,10/17/2017
10/17/2017 19:21:32,41745,8460,10776,542.82,198.47,211.58,10/17/2017
10/17/2017 19:31:33,41750,8460,10788,542.83,198.47,211.59,10/17/2017
10/17/2017 19:41:33,41756,8460,10800,542.84,198.47,211.60,10/17/2017
10/17/2017 19:51:33,41761,8460,10812,542.84,198.47,211.61,10/17/2017
10/17/2017 20:01:33,41767,8460,10824,542.85,198.47,211.62,10/17/2017
10/17/2017 20:11:33,41773,8460,10836,542.86,198.47,211.64,10/17/2017
10/17/2017 20:21:32,41778,8460,10847,542.86,198.47,211.65,10/17/2017
10/17/2017 20:31:32,41784,8460,10859,542.87,198.47,211.66,10/17/2017
10/17/2017 20:41:33,41790,8460,10871,542.88,198.47,211.67,10/17/2017
10/17/2017 20:51:33,41795,8460,10883,542.88,198.47,211.68,10/17/2017
10/17/2017 21:01:33,41801,8460,10895,542.89,198.47,211.70,10/17/2017
10/17/2017 21:11:32,41807,8460,10906,542.90,198.47,211.71,10/17/2017
10/17/2017 21:21:33,41812,8460,10918,542.91,198.47,211.72,10/17/2017
10/17/2017 21:31:32,41818,8460,10930,542.91,198.47,211.73,10/17/2017